Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Total_Acessos,Porcentaje_ADSL,Porcentaje_Cablemodem,Porcentaje_Fibra óptica,Porcentaje_Wireless,Porcentaje_Otros,Accesos trimestre anterior
2018,4,San Luis,11108.0,7784.0,378.0,53097.0,23964.0,96331.0,96331.0,11.53%,8.08%,0.39%,55.12%,24.88%,368.0
2019,1,San Luis,11108.0,7784.0,378.0,53097.0,23968.0,96335.0,96335.0,11.53%,8.08%,0.39%,55.12%,24.88%,378.0
2019,2,San Luis,11130.0,10298.0,347.0,57242.0,38368.0,117385.0,117385.0,9.48%,8.77%,0.30%,48.76%,32.69%,378.0
2019,3,San Luis,13037.0,10561.0,350.0,62286.0,36466.0,122700.0,122700.0,10.63%,8.61%,0.29%,50.76%,29.72%,347.0
2019,4,San Luis,8569.0,8027.0,6.0,55266.0,36333.0,108201.0,108201.0,7.92%,7.42%,0.01%,51.08%,33.58%,350.0
2020,1,San Luis,8301.0,7612.0,5.0,58301.0,36333.0,110552.0,110552.0,7.51%,6.89%,0.00%,52.74%,32.87%,6.0
2020,2,San Luis,8401.0,8357.0,6.0,60935.0,36253.0,113952.0,113952.0,7.37%,7.33%,0.01%,53.47%,31.81%,5.0
2020,3,San Luis,8401.0,10077.0,6.0,61828.0,36253.0,116565.0,116565.0,7.21%,8.64%,0.01%,53.04%,31.10%,6.0
2020,4,San Luis,8417.0,11767.0,27.0,63019.0,36205.0,119435.0,119435.0,7.05%,9.85%,0.02%,52.76%,30.31%,6.0
2021,1,San Luis,8417.0,10678.0,28.0,63826.0,36205.0,119154.0,119154.0,7.06%,8.96%,0.02%,53.57%,30.39%,27.0
2021,2,San Luis,8417.0,11308.0,28.0,66860.0,36205.0,122818.0,122818.0,6.85%,9.21%,0.02%,54.44%,29.48%,28.0
2021,3,San Luis,8417.0,11884.0,27.0,68856.0,28680.0,117864.0,117864.0,7.14%,10.08%,0.02%,58.42%,24.33%,28.0
2021,4,San Luis,8472.0,11064.0,30.0,70560.0,28723.0,118849.0,118849.0,7.13%,9.31%,0.03%,59.37%,24.17%,27.0
2022,1,San Luis,7987.0,11296.0,31.0,71809.0,28721.0,119844.0,119844.0,6.66%,9.43%,0.03%,59.92%,23.97%,30.0
2022,2,San Luis,6860.0,29034.0,248.0,70614.0,14985.0,121741.0,121741.0,5.63%,23.85%,0.20%,58.00%,12.31%,31.0
2022,3,San Luis,6860.0,29363.0,248.0,70614.0,14985.0,122070.0,122070.0,5.62%,24.05%,0.20%,57.85%,12.28%,248.0
2022,4,San Luis,6283.0,43460.0,3409.0,81557.0,511.0,135220.0,135220.0,4.65%,32.14%,2.52%,60.31%,0.38%,248.0
2023,1,San Luis,6283.0,42789.0,6952.0,78954.0,485.0,135463.0,135463.0,4.64%,31.59%,5.13%,58.28%,0.36%,3409.0
2023,2,San Luis,4937.0,41949.0,15595.0,77960.0,307.0,140748.0,140748.0,3.51%,29.80%,11.08%,55.39%,0.22%,6952.0
2023,3,San Luis,4037.0,41624.0,24525.0,78431.0,299.0,148916.0,148916.0,2.71%,27.95%,16.47%,52.67%,0.20%,15595.0
2023,4,San Luis,4037.0,41260.0,30135.0,78954.0,299.0,154685.0,154685.0,2.61%,26.67%,19.48%,51.04%,0.19%,24525.0
2014,1,Santa Cruz,18927.0,100.0,381.0,4092.0,3264.0,26764.0,26764.0,70.72%,0.37%,1.42%,15.29%,12.20%,
2014,2,Santa Cruz,18956.0,448.0,381.0,4118.0,3266.0,27169.0,27169.0,69.77%,1.65%,1.40%,15.16%,12.02%,381.0
2014,3,Santa Cruz,17862.0,492.0,385.0,4273.0,3098.0,26110.0,26110.0,68.41%,1.88%,1.47%,16.37%,11.87%,381.0
2014,4,Santa Cruz,17553.0,448.0,388.0,4395.0,2929.0,25713.0,25713.0,68.27%,1.74%,1.51%,17.09%,11.39%,385.0
2015,1,Santa Cruz,16215.0,2700.0,392.0,4772.0,2562.0,26641.0,26641.0,60.86%,10.13%,1.47%,17.91%,9.62%,388.0
2015,2,Santa Cruz,15343.0,2707.0,396.0,4917.0,2400.0,25763.0,25763.0,59.55%,10.51%,1.54%,19.09%,9.32%,392.0
2015,3,Santa Cruz,15540.0,2718.0,396.0,5226.0,2391.0,26271.0,26271.0,59.15%,10.35%,1.51%,19.89%,9.10%,396.0
2015,4,Santa Cruz,15614.0,2723.0,396.0,5261.0,2409.0,26403.0,26403.0,59.14%,10.31%,1.50%,19.93%,9.12%,396.0
2016,1,Santa Cruz,15654.0,2723.0,396.0,5088.0,2426.0,26287.0,26287.0,59.55%,10.36%,1.51%,19.36%,9.23%,396.0
2016,2,Santa Cruz,15453.0,2722.0,396.0,4996.0,2586.0,26153.0,26153.0,59.09%,10.41%,1.51%,19.10%,9.89%,396.0
2016,3,Santa Cruz,15570.0,2722.0,817.0,4978.0,2170.0,26257.0,26257.0,59.30%,10.37%,3.11%,18.96%,8.26%,396.0
2016,4,Santa Cruz,15607.0,2722.0,1055.0,4823.0,2257.0,26464.0,26464.0,58.97%,10.29%,3.99%,18.22%,8.53%,817.0
2017,1,Santa Cruz,15502.0,2722.0,1272.0,4733.0,2257.0,26486.0,26486.0,58.53%,10.28%,4.80%,17.87%,8.52%,1055.0
2017,2,Santa Cruz,15311.0,2722.0,1365.0,4735.0,2255.0,26388.0,26388.0,58.02%,10.32%,5.17%,17.94%,8.55%,1272.0
2017,3,Santa Cruz,19220.0,5487.0,1544.0,4552.0,2887.0,33690.0,33690.0,57.05%,16.29%,4.58%,13.51%,8.57%,1365.0
2017,4,Santa Cruz,18614.0,1668.0,582.0,4638.0,3950.0,29452.0,29452.0,63.20%,5.66%,1.98%,15.75%,13.41%,1544.0
2018,1,Santa Cruz,18615.0,4474.0,1799.0,6734.0,2783.0,34405.0,34405.0,54.11%,13.00%,5.23%,19.57%,8.09%,582.0
2018,2,Santa Cruz,18615.0,4474.0,585.0,6734.0,3997.0,34405.0,34405.0,54.11%,13.00%,1.70%,19.57%,11.62%,1799.0
2018,3,Santa Cruz,18606.0,4574.0,585.0,6238.0,3996.0,33999.0,33999.0,54.73%,13.45%,1.72%,18.35%,11.75%,585.0
2018,4,Santa Cruz,10659.0,4615.0,382.0,6378.0,2734.0,24768.0,24768.0,43.04%,18.63%,1.54%,25.75%,11.04%,585.0
2019,1,Santa Cruz,10659.0,4615.0,382.0,6514.0,2735.0,24905.0,24905.0,42.80%,18.53%,1.53%,26.16%,10.98%,382.0
2019,2,Santa Cruz,10665.0,10257.0,379.0,6514.0,2735.0,30550.0,30550.0,34.91%,33.57%,1.24%,21.32%,8.95%,382.0
2019,3,Santa Cruz,10663.0,17056.0,969.0,6544.0,2738.0,37970.0,37970.0,28.08%,44.92%,2.55%,17.23%,7.21%,379.0
2019,4,Santa Cruz,13264.0,15899.0,1036.0,6800.0,2371.0,39370.0,39370.0,33.69%,40.38%,2.63%,17.27%,6.02%,969.0
2020,1,Santa Cruz,12845.0,15766.0,1026.0,6817.0,2368.0,38822.0,38822.0,33.09%,40.61%,2.64%,17.56%,6.10%,1036.0
2020,2,Santa Cruz,12845.0,16044.0,1027.0,6585.0,2368.0,38869.0,38869.0,33.05%,41.28%,2.64%,16.94%,6.09%,1026.0
2020,3,Santa Cruz,12845.0,16098.0,1027.0,6938.0,2373.0,39281.0,39281.0,32.70%,40.98%,2.61%,17.66%,6.04%,1027.0
2020,4,Santa Cruz,12347.0,19657.0,1041.0,4659.0,2970.0,40674.0,40674.0,30.36%,48.33%,2.56%,11.45%,7.30%,1027.0
2021,1,Santa Cruz,12347.0,23089.0,5975.0,4264.0,390.0,46065.0,46065.0,26.80%,50.12%,12.97%,9.26%,0.85%,1041.0
2021,2,Santa Cruz,12347.0,22967.0,6328.0,4269.0,3071.0,48982.0,48982.0,25.21%,46.89%,12.92%,8.72%,6.27%,5975.0
2021,3,Santa Cruz,12347.0,22961.0,6328.0,4269.0,3071.0,48976.0,48976.0,25.21%,46.88%,12.92%,8.72%,6.27%,6328.0
2021,4,Santa Cruz,10790.0,22902.0,10031.0,4346.0,417.0,48486.0,48486.0,22.25%,47.23%,20.69%,8.96%,0.86%,6328.0
2022,1,Santa Cruz,10537.0,23420.0,10766.0,3974.0,405.0,49102.0,49102.0,21.46%,47.70%,21.93%,8.09%,0.82%,10031.0
2022,2,Santa Cruz,10170.0,23725.0,10815.0,3896.0,579.0,49185.0,49185.0,20.68%,48.24%,21.99%,7.92%,1.18%,10766.0
2022,3,Santa Cruz,10170.0,24047.0,10815.0,3896.0,582.0,49510.0,49510.0,20.54%,48.57%,21.84%,7.87%,1.18%,10815.0
2022,4,Santa Cruz,9702.0,23876.0,12217.0,3746.0,662.0,50203.0,50203.0,19.33%,47.56%,24.34%,7.46%,1.32%,10815.0
2023,1,Santa Cruz,9702.0,23839.0,12217.0,3660.0,943.0,50361.0,50361.0,19.26%,47.34%,24.26%,7.27%,1.87%,12217.0
2023,2,Santa Cruz,9019.0,23896.0,11269.0,3660.0,758.0,48602.0,48602.0,18.56%,49.17%,23.19%,7.53%,1.56%,12217.0
2023,3,Santa Cruz,8376.0,23931.0,11270.0,3660.0,750.0,47987.0,47987.0,17.45%,49.87%,23.49%,7.63%,1.56%,11269.0
2023,4,Santa Cruz,7768.0,15669.0,55246.0,7687.0,661.0,87031.0,87031.0,8.93%,18.00%,63.48%,8.83%,0.76%,11270.0
2014,1,Santa Fe,322662.0,174296.0,3059.0,5951.0,644.0,506612.0,506612.0,63.69%,34.40%,0.60%,1.17%,0.13%,
2014,2,Santa Fe,324101.0,178495.0,3085.0,6041.0,636.0,512358.0,512358.0,63.26%,34.84%,0.60%,1.18%,0.12%,3059.0
2014,3,Santa Fe,325577.0,183630.0,4407.0,6540.0,733.0,520887.0,520887.0,62.50%,35.25%,0.85%,1.26%,0.14%,3085.0
2014,4,Santa Fe,335267.0,183009.0,3205.0,6282.0,1634.0,529397.0,529397.0,63.33%,34.57%,0.61%,1.19%,0.31%,4407.0
2015,1,Santa Fe,328809.0,199037.0,2845.0,4239.0,1507.0,536437.0,536437.0,61.29%,37.10%,0.53%,0.79%,0.28%,3205.0
2015,2,Santa Fe,333117.0,204685.0,2877.0,4320.0,1389.0,546388.0,546388.0,60.97%,37.46%,0.53%,0.79%,0.25%,2845.0
2015,3,Santa Fe,337042.0,209673.0,4169.0,4426.0,1428.0,556738.0,556738.0,60.54%,37.66%,0.75%,0.79%,0.26%,2877.0
2015,4,Santa Fe,339843.0,212911.0,2885.0,4596.0,1437.0,561672.0,561672.0,60.51%,37.91%,0.51%,0.82%,0.26%,4169.0
2016,1,Santa Fe,338052.0,204816.0,3014.0,4686.0,1428.0,551996.0,551996.0,61.24%,37.10%,0.55%,0.85%,0.26%,2885.0
2016,2,Santa Fe,336244.0,219088.0,2981.0,4744.0,1417.0,564474.0,564474.0,59.57%,38.81%,0.53%,0.84%,0.25%,3014.0
2016,3,Santa Fe,334911.0,223011.0,3037.0,4862.0,1190.0,567011.0,567011.0,59.07%,39.33%,0.54%,0.86%,0.21%,2981.0
2016,4,Santa Fe,326721.0,225792.0,3201.0,4946.0,1172.0,561832.0,561832.0,58.15%,40.19%,0.57%,0.88%,0.21%,3037.0
2017,1,Santa Fe,327458.0,226094.0,3210.0,4948.0,1172.0,562882.0,562882.0,58.18%,40.17%,0.57%,0.88%,0.21%,3201.0
2017,2,Santa Fe,329813.0,228102.0,3234.0,4958.0,1173.0,567280.0,567280.0,58.14%,40.21%,0.57%,0.87%,0.21%,3210.0
2017,3,Santa Fe,322953.0,290655.0,6338.0,4897.0,37499.0,662342.0,662342.0,48.76%,43.88%,0.96%,0.74%,5.66%,3234.0
2017,4,Santa Fe,341680.0,293831.0,10602.0,10965.0,15382.0,672460.0,672460.0,50.81%,43.69%,1.58%,1.63%,2.29%,6338.0
2018,1,Santa Fe,341997.0,300421.0,10674.0,11636.0,15298.0,680026.0,680026.0,50.29%,44.18%,1.57%,1.71%,2.25%,10602.0
2018,2,Santa Fe,337934.0,304349.0,11354.0,15801.0,15114.0,684552.0,684552.0,49.37%,44.46%,1.66%,2.31%,2.21%,10674.0
2018,3,Santa Fe,339126.0,312866.0,11749.0,16337.0,15022.0,695100.0,695100.0,48.79%,45.01%,1.69%,2.35%,2.16%,11354.0
2018,4,Santa Fe,335519.0,322782.0,14387.0,18705.0,28997.0,720390.0,720390.0,46.57%,44.81%,2.00%,2.60%,4.03%,11749.0
2019,1,Santa Fe,340038.0,340344.0,15621.0,23215.0,17860.0,737078.0,737078.0,46.13%,46.17%,2.12%,3.15%,2.42%,14387.0
2019,2,Santa Fe,325420.0,355140.0,18236.0,21980.0,22708.0,743484.0,743484.0,43.77%,47.77%,2.45%,2.96%,3.05%,15621.0
2019,3,Santa Fe,319396.0,377171.0,18690.0,24269.0,21408.0,760934.0,760934.0,41.97%,49.57%,2.46%,3.19%,2.81%,18236.0
2019,4,Santa Fe,312072.0,382254.0,27464.0,26978.0,20401.0,769169.0,769169.0,40.57%,49.70%,3.57%,3.51%,2.65%,18690.0
2020,1,Santa Fe,302366.0,383673.0,35123.0,30488.0,19468.0,771118.0,771118.0,39.21%,49.76%,4.55%,3.95%,2.52%,27464.0
2020,2,Santa Fe,299974.0,381679.0,46698.0,30487.0,19094.0,777932.0,777932.0,38.56%,49.06%,6.00%,3.92%,2.45%,35123.0
2020,3,Santa Fe,295051.0,405807.0,45721.0,37112.0,19307.0,802998.0,802998.0,36.74%,50.54%,5.69%,4.62%,2.40%,46698.0
2020,4,Santa Fe,287271.0,414746.0,62692.0,38712.0,17392.0,820813.0,820813.0,35.00%,50.53%,7.64%,4.72%,2.12%,45721.0
2021,1,Santa Fe,277012.0,421480.0,70976.0,39140.0,17519.0,826127.0,826127.0,33.53%,51.02%,8.59%,4.74%,2.12%,62692.0
2021,2,Santa Fe,256741.0,431915.0,90424.0,43997.0,17523.0,840600.0,840600.0,30.54%,51.38%,10.76%,5.23%,2.08%,70976.0
2021,3,Santa Fe,245929.0,443156.0,93412.0,43447.0,15640.0,841584.0,841584.0,29.22%,52.66%,11.10%,5.16%,1.86%,90424.0
2021,4,Santa Fe,233427.0,444373.0,128856.0,43556.0,16229.0,866441.0,866441.0,26.94%,51.29%,14.87%,5.03%,1.87%,93412.0
2022,1,Santa Fe,213486.0,444609.0,146552.0,45261.0,20571.0,870479.0,870479.0,24.53%,51.08%,16.84%,5.20%,2.36%,128856.0
2022,2,Santa Fe,198492.0,428233.0,189503.0,43081.0,19550.0,878859.0,878859.0,22.59%,48.73%,21.56%,4.90%,2.22%,146552.0
2022,3,Santa Fe,183740.0,426255.0,215189.0,43079.0,19547.0,887810.0,887810.0,20.70%,48.01%,24.24%,4.85%,2.20%,189503.0
2022,4,Santa Fe,163621.0,412157.0,248558.0,44113.0,19242.0,887691.0,887691.0,18.43%,46.43%,28.00%,4.97%,2.17%,215189.0
2023,1,Santa Fe,138935.0,405618.0,283988.0,43487.0,14246.0,886274.0,886274.0,15.68%,45.77%,32.04%,4.91%,1.61%,248558.0
2023,2,Santa Fe,126344.0,399669.0,311166.0,44134.0,14501.0,895814.0,895814.0,14.10%,44.62%,34.74%,4.93%,1.62%,283988.0
2023,3,Santa Fe,108503.0,397854.0,336013.0,44545.0,13437.0,900352.0,900352.0,12.05%,44.19%,37.32%,4.95%,1.49%,311166.0
2023,4,Santa Fe,97004.0,398670.0,355762.0,44521.0,13544.0,909501.0,909501.0,10.67%,43.83%,39.12%,4.90%,1.49%,336013.0
2014,1,Santiago Del Estero,32567.0,3598.0,19.0,915.0,34.0,37133.0,37133.0,87.70%,9.69%,0.05%,2.46%,0.09%,
2014,2,Santiago Del Estero,32820.0,4231.0,19.0,907.0,34.0,38011.0,38011.0,86.34%,11.13%,0.05%,2.39%,0.09%,19.0
2014,3,Santiago Del Estero,32820.0,3900.0,19.0,768.0,41.0,37548.0,37548.0,87.41%,10.39%,0.05%,2.05%,0.11%,19.0
2014,4,Santiago Del Estero,34110.0,4231.0,19.0,920.0,37.0,39317.0,39317.0,86.76%,10.76%,0.05%,2.34%,0.09%,19.0
2015,1,Santiago Del Estero,33813.0,4365.0,19.0,1020.0,35.0,39252.0,39252.0,86.14%,11.12%,0.05%,2.60%,0.09%,19.0
2015,2,Santiago Del Estero,33873.0,4365.0,19.0,1091.0,30.0,39378.0,39378.0,86.02%,11.08%,0.05%,2.77%,0.08%,19.0
2015,3,Santiago Del Estero,33886.0,4365.0,19.0,1097.0,30.0,39397.0,39397.0,86.01%,11.08%,0.05%,2.78%,0.08%,19.0
2015,4,Santiago Del Estero,33582.0,4365.0,19.0,1139.0,30.0,39135.0,39135.0,85.81%,11.15%,0.05%,2.91%,0.08%,19.0
2016,1,Santiago Del Estero,32838.0,3900.0,19.0,911.0,30.0,37698.0,37698.0,87.11%,10.35%,0.05%,2.42%,0.08%,19.0
2016,2,Santiago Del Estero,32101.0,3900.0,19.0,911.0,30.0,36961.0,36961.0,86.85%,10.55%,0.05%,2.46%,0.08%,19.0
2016,3,Santiago Del Estero,31730.0,3900.0,19.0,3.0,8.0,35660.0,35660.0,88.98%,10.94%,0.05%,0.01%,0.02%,19.0
2016,4,Santiago Del Estero,30192.0,3900.0,19.0,911.0,29.0,35051.0,35051.0,86.14%,11.13%,0.05%,2.60%,0.08%,19.0
2017,1,Santiago Del Estero,29616.0,3900.0,19.0,911.0,29.0,34475.0,34475.0,85.91%,11.31%,0.06%,2.64%,0.08%,19.0
2017,2,Santiago Del Estero,28337.0,3900.0,19.0,911.0,29.0,33196.0,33196.0,85.36%,11.75%,0.06%,2.74%,0.09%,19.0
2017,3,Santiago Del Estero,27733.0,54096.0,19.0,911.0,35.0,82794.0,82794.0,33.50%,65.34%,0.02%,1.10%,0.04%,19.0
2017,4,Santiago Del Estero,27313.0,40407.0,19.0,1025.0,80.0,68844.0,68844.0,39.67%,58.69%,0.03%,1.49%,0.12%,19.0
2018,1,Santiago Del Estero,26788.0,54594.0,23.0,1432.0,81.0,82918.0,82918.0,32.31%,65.84%,0.03%,1.73%,0.10%,19.0
2018,2,Santiago Del Estero,26074.0,55935.0,23.0,1662.0,81.0,83775.0,83775.0,31.12%,66.77%,0.03%,1.98%,0.10%,23.0
2018,3,Santiago Del Estero,25805.0,58789.0,23.0,1662.0,81.0,86360.0,86360.0,29.88%,68.07%,0.03%,1.92%,0.09%,23.0
2018,4,Santiago Del Estero,25339.0,61243.0,23.0,2649.0,81.0,89335.0,89335.0,28.36%,68.55%,0.03%,2.97%,0.09%,23.0
2019,1,Santiago Del Estero,25337.0,61547.0,23.0,2847.0,99.0,89853.0,89853.0,28.20%,68.50%,0.03%,3.17%,0.11%,23.0
2019,2,Santiago Del Estero,24393.0,64783.0,219.0,2759.0,34600.0,126754.0,126754.0,19.24%,51.11%,0.17%,2.18%,27.30%,23.0
2019,3,Santiago Del Estero,24556.0,71198.0,219.0,2759.0,34400.0,133132.0,133132.0,18.44%,53.48%,0.16%,2.07%,25.84%,219.0
2019,4,Santiago Del Estero,24682.0,71239.0,200.0,2810.0,4657.0,103588.0,103588.0,23.83%,68.77%,0.19%,2.71%,4.50%,219.0
2020,1,Santiago Del Estero,24695.0,70424.0,200.0,2779.0,4657.0,102755.0,102755.0,24.03%,68.54%,0.19%,2.70%,4.53%,200.0
2020,2,Santiago Del Estero,25917.0,72074.0,355.0,3038.0,4063.0,105447.0,105447.0,24.58%,68.35%,0.34%,2.88%,3.85%,200.0
2020,3,Santiago Del Estero,26419.0,70720.0,555.0,4185.0,3613.0,105492.0,105492.0,25.04%,67.04%,0.53%,3.97%,3.42%,355.0
2020,4,Santiago Del Estero,26812.0,70522.0,570.0,5169.0,3596.0,106669.0,106669.0,25.14%,66.11%,0.53%,4.85%,3.37%,555.0
2021,1,Santiago Del Estero,26468.0,75849.0,570.0,5158.0,3596.0,111641.0,111641.0,23.71%,67.94%,0.51%,4.62%,3.22%,570.0
2021,2,Santiago Del Estero,20734.0,83770.0,909.0,5081.0,3596.0,114090.0,114090.0,18.17%,73.42%,0.80%,4.45%,3.15%,570.0
2021,3,Santiago Del Estero,19939.0,85535.0,909.0,6147.0,2928.0,115458.0,115458.0,17.27%,74.08%,0.79%,5.32%,2.54%,909.0
2021,4,Santiago Del Estero,19032.0,86563.0,1088.0,6256.0,2922.0,115861.0,115861.0,16.43%,74.71%,0.94%,5.40%,2.52%,909.0
2022,1,Santiago Del Estero,18118.0,87979.0,1093.0,6349.0,2922.0,116461.0,116461.0,15.56%,75.54%,0.94%,5.45%,2.51%,1088.0
2022,2,Santiago Del Estero,16561.0,80338.0,11605.0,6618.0,2922.0,118044.0,118044.0,14.03%,68.06%,9.83%,5.61%,2.48%,1093.0
2022,3,Santiago Del Estero,15385.0,80937.0,13170.0,6618.0,2922.0,119032.0,119032.0,12.93%,68.00%,11.06%,5.56%,2.45%,11605.0
2022,4,Santiago Del Estero,13577.0,80955.0,15117.0,6911.0,2934.0,119494.0,119494.0,11.36%,67.75%,12.65%,5.78%,2.46%,13170.0
2023,1,Santiago Del Estero,11642.0,80407.0,16656.0,6916.0,2934.0,118555.0,118555.0,9.82%,67.82%,14.05%,5.83%,2.47%,15117.0
2023,2,Santiago Del Estero,10629.0,80086.0,17244.0,6916.0,2934.0,117809.0,117809.0,9.02%,67.98%,14.64%,5.87%,2.49%,16656.0
2023,3,Santiago Del Estero,9412.0,80919.0,21745.0,6916.0,2936.0,121928.0,121928.0,7.72%,66.37%,17.83%,5.67%,2.41%,17244.0
2023,4,Santiago Del Estero,8290.0,80692.0,24271.0,7057.0,2920.0,123230.0,123230.0,6.73%,65.48%,19.70%,5.73%,2.37%,21745.0
2014,1,Tierra Del Fuego,21618.0,2837.0,648.0,1.0,2934.0,28038.0,28038.0,77.10%,10.12%,2.31%,0.00%,10.46%,
2014,2,Tierra Del Fuego,21618.0,3008.0,648.0,1.0,2934.0,28209.0,28209.0,76.64%,10.66%,2.30%,0.00%,10.40%,648.0
2014,3,Tierra Del Fuego,21840.0,3469.0,650.0,1.0,2832.0,28792.0,28792.0,75.85%,12.05%,2.26%,0.00%,9.84%,648.0
2014,4,Tierra Del Fuego,21948.0,3664.0,655.0,1.0,2722.0,28990.0,28990.0,75.71%,12.64%,2.26%,0.00%,9.39%,650.0
2015,1,Tierra Del Fuego,22291.0,7924.0,657.0,1.0,2583.0,33456.0,33456.0,66.63%,23.68%,1.96%,0.00%,7.72%,655.0
2015,2,Tierra Del Fuego,22636.0,7927.0,665.0,1.0,2350.0,33579.0,33579.0,67.41%,23.61%,1.98%,0.00%,7.00%,657.0
2015,3,Tierra Del Fuego,22636.0,8085.0,665.0,1.0,2350.0,33737.0,33737.0,67.10%,23.96%,1.97%,0.00%,6.97%,665.0
2015,4,Tierra Del Fuego,22636.0,4301.0,665.0,1.0,2350.0,29953.0,29953.0,75.57%,14.36%,2.22%,0.00%,7.85%,665.0
2016,1,Tierra Del Fuego,22636.0,4834.0,665.0,1.0,2350.0,30486.0,30486.0,74.25%,15.86%,2.18%,0.00%,7.71%,665.0
2016,2,Tierra Del Fuego,22636.0,5707.0,665.0,1.0,2350.0,31359.0,31359.0,72.18%,18.20%,2.12%,0.00%,7.49%,665.0
2016,3,Tierra Del Fuego,22636.0,6276.0,665.0,1.0,2347.0,31925.0,31925.0,70.90%,19.66%,2.08%,0.00%,7.35%,665.0
2016,4,Tierra Del Fuego,22636.0,6905.0,665.0,1.0,2350.0,32557.0,32557.0,69.53%,21.21%,2.04%,0.00%,7.22%,665.0
2017,1,Tierra Del Fuego,22636.0,6905.0,665.0,1.0,2350.0,32557.0,32557.0,69.53%,21.21%,2.04%,0.00%,7.22%,665.0
2017,2,Tierra Del Fuego,22636.0,6905.0,665.0,1.0,2350.0,32557.0,32557.0,69.53%,21.21%,2.04%,0.00%,7.22%,665.0
2017,3,Tierra Del Fuego,21587.0,7012.0,622.0,1.0,2244.0,31466.0,31466.0,68.60%,22.28%,1.98%,0.00%,7.13%,665.0
2017,4,Tierra Del Fuego,19372.0,6906.0,530.0,1.0,2045.0,28854.0,28854.0,67.14%,23.93%,1.84%,0.00%,7.09%,622.0
2018,1,Tierra Del Fuego,19372.0,9663.0,531.0,1.0,2047.0,31614.0,31614.0,61.28%,30.57%,1.68%,0.00%,6.47%,530.0
2018,2,Tierra Del Fuego,19372.0,22756.0,531.0,1.0,2047.0,44707.0,44707.0,43.33%,50.90%,1.19%,0.00%,4.58%,531.0
2018,3,Tierra Del Fuego,19365.0,22649.0,1502.0,1.0,2047.0,45564.0,45564.0,42.50%,49.71%,3.30%,0.00%,4.49%,531.0
2018,4,Tierra Del Fuego,19789.0,23349.0,1623.0,0.0,1499.0,46260.0,46260.0,42.78%,50.47%,3.51%,0.00%,3.24%,1502.0
2019,1,Tierra Del Fuego,19789.0,23549.0,1623.0,0.0,1486.0,46447.0,46447.0,42.61%,50.70%,3.49%,0.00%,3.20%,1623.0
2019,2,Tierra Del Fuego,19790.0,25527.0,651.0,0.0,1486.0,47454.0,47454.0,41.70%,53.79%,1.37%,0.00%,3.13%,1623.0
2019,3,Tierra Del Fuego,19790.0,26659.0,651.0,0.0,1487.0,48587.0,48587.0,40.73%,54.87%,1.34%,0.00%,3.06%,651.0
2019,4,Tierra Del Fuego,13261.0,26821.0,0.0,0.0,310.0,40392.0,40392.0,32.83%,66.40%,0.00%,0.00%,0.77%,651.0
2020,1,Tierra Del Fuego,12854.0,25632.0,0.0,0.0,308.0,38794.0,38794.0,33.13%,66.07%,0.00%,0.00%,0.79%,0.0
2020,2,Tierra Del Fuego,12854.0,26025.0,0.0,0.0,310.0,39189.0,39189.0,32.80%,66.41%,0.00%,0.00%,0.79%,0.0
2020,3,Tierra Del Fuego,12854.0,26491.0,0.0,0.0,310.0,39655.0,39655.0,32.41%,66.80%,0.00%,0.00%,0.78%,0.0
2020,4,Tierra Del Fuego,12853.0,26439.0,6.0,0.0,316.0,39614.0,39614.0,32.45%,66.74%,0.02%,0.00%,0.80%,0.0
2021,1,Tierra Del Fuego,12853.0,27247.0,6.0,0.0,316.0,40422.0,40422.0,31.80%,67.41%,0.01%,0.00%,0.78%,6.0
2021,2,Tierra Del Fuego,12853.0,22504.0,6.0,14.0,316.0,35693.0,35693.0,36.01%,63.05%,0.02%,0.04%,0.89%,6.0
2021,3,Tierra Del Fuego,12853.0,36958.0,6.0,16.0,390.0,50223.0,50223.0,25.59%,73.59%,0.01%,0.03%,0.78%,6.0
2021,4,Tierra Del Fuego,13317.0,38148.0,426.0,124.0,342.0,52357.0,52357.0,25.43%,72.86%,0.81%,0.24%,0.65%,6.0
2022,1,Tierra Del Fuego,13031.0,38700.0,416.0,124.0,340.0,52611.0,52611.0,24.77%,73.56%,0.79%,0.24%,0.65%,426.0
2022,2,Tierra Del Fuego,12754.0,39837.0,403.0,125.0,651.0,53770.0,53770.0,23.72%,74.09%,0.75%,0.23%,1.21%,416.0
2022,3,Tierra Del Fuego,12754.0,39963.0,403.0,125.0,651.0,53896.0,53896.0,23.66%,74.15%,0.75%,0.23%,1.21%,403.0
2022,4,Tierra Del Fuego,12754.0,41293.0,405.0,157.0,651.0,55260.0,55260.0,23.08%,74.72%,0.73%,0.28%,1.18%,403.0
2023,1,Tierra Del Fuego,12754.0,43146.0,405.0,157.0,651.0,57113.0,57113.0,22.33%,75.54%,0.71%,0.27%,1.14%,405.0
2023,2,Tierra Del Fuego,12392.0,45224.0,525.0,157.0,337.0,58635.0,58635.0,21.13%,77.13%,0.90%,0.27%,0.57%,405.0
2023,3,Tierra Del Fuego,9357.0,45203.0,3682.0,157.0,332.0,58731.0,58731.0,15.93%,76.97%,6.27%,0.27%,0.57%,525.0
